ID;LATITUDE;LONGITUDE;SIZE;MonthPrice;PricePerSquareMeters
91078703;39.4837895;-0.380361;90.0;630.0;7.0
91078536;39.4934243;-0.3586199;120.0;900.0;8.0
91078220;39.4899891;-0.3640602;151.0;1100.0;7.0
27686252;39.464275;-0.3852885;130.0;800.0;6.0
91078109;39.4648288;-0.3818026;130.0;1000.0;8.0
91078081;39.4704841;-0.359029;118.0;1200.0;10.0
91078074;39.4726098;-0.3478047;136.0;1100.0;8.0
91078077;39.4625617;-0.3845768;100.0;770.0;8.0
91078054;39.4631399;-0.3686445;65.0;650.0;10.0
91078068;39.4629373;-0.3629679;140.0;1000.0;7.0
91078052;39.4786193;-0.3582098;112.0;800.0;7.0
91078049;39.4617355;-0.3730691;63.0;750.0;12.0
91078066;39.4605189;-0.3765465;50.0;650.0;13.0
91078033;39.4706231;-0.3704349;70.0;700.0;10.0
91077698;39.4707212;-0.3453223;95.0;749.0;8.0
91077606;39.4605573;-0.3517065;65.0;700.0;11.0
87544945;39.4634778;-0.3649687;100.0;800.0;8.0
91077453;39.4619237;-0.3883796;70.0;790.0;11.0
91077444;39.4715447;-0.3476469;120.0;800.0;7.0
90184909;39.4863091;-0.36491;112.0;750.0;7.0
91077368;39.4727468;-0.4014152;115.0;615.0;5.0
91077345;39.4569996;-0.3404261;54.0;750.0;14.0
91077219;39.4582238;-0.3731392;55.0;650.0;12.0
90743636;39.471136;-0.3937793;100.0;850.0;9.0
90750570;39.4480816;-0.3876256;104.0;750.0;7.0
91076692;39.4873594;-0.3735665;140.0;900.0;6.0
91076517;39.4693279;-0.3517289;117.0;780.0;7.0
91076422;39.4783027;-0.3560642;200.0;1400.0;7.0
91076399;39.4729641;-0.3332718;70.0;700.0;10.0
89922421;39.4743061;-0.3858895;159.0;1800.0;11.0
89922572;39.4983449;-0.3723471;112.0;900.0;8.0
91081200;39.4610135;-0.3799785;90.0;700.0;8.0
91080742;39.4607845;-0.3885023;70.0;650.0;9.0
91080719;39.4609317;-0.3717739;65.0;800.0;12.0
91080667;39.4782286;-0.3785091;50.0;750.0;15.0
37400299;39.47131;-0.39951;110.0;690.0;6.0
31228403;39.4551827;-0.3461609;210.0;1800.0;9.0
91080257;39.4771965;-0.3544818;112.8;900.0;8.0
83620117;39.4896916;-0.3565602;123.0;800.0;7.0
88910369;39.4780872;-0.382042;62.0;700.0;11.0
90908882;39.4736589;-0.3821975;81.0;850.0;10.0
90948396;39.4580012;-0.3383819;98.0;800.0;8.0
90949734;39.4938891;-0.3609602;180.0;1100.0;6.0
90950166;39.4894943;-0.3604856;81.0;750.0;9.0
90992064;39.4736084;-0.3504793;95.0;850.0;9.0
91006101;39.4834176;-0.3576863;97.0;850.0;9.0
91006614;39.4836771;-0.3608167;69.0;700.0;10.0
91034932;39.4761058;-0.3500356;133.0;900.0;7.0
90857958;39.4845058;-0.3573362;104.0;950.0;9.0
91078828;39.4709665;-0.3527535;120.0;889.0;7.0
91078703;39.4837895;-0.380361;90.0;630.0;7.0
91078536;39.4934243;-0.3586199;120.0;900.0;8.0
91078220;39.4899891;-0.3640602;151.0;1100.0;7.0
27686252;39.464275;-0.3852885;130.0;800.0;6.0
91078109;39.4648288;-0.3818026;130.0;1000.0;8.0
91078081;39.4704841;-0.359029;118.0;1200.0;10.0
91078074;39.4726098;-0.3478047;136.0;1100.0;8.0
91078077;39.4625617;-0.3845768;100.0;770.0;8.0
91078054;39.4631399;-0.3686445;65.0;650.0;10.0
91078068;39.4629373;-0.3629679;140.0;1000.0;7.0
91078052;39.4786193;-0.3582098;112.0;800.0;7.0
91078049;39.4617355;-0.3730691;63.0;750.0;12.0
91078066;39.4605189;-0.3765465;50.0;650.0;13.0
91078033;39.4706231;-0.3704349;70.0;700.0;10.0
91077698;39.4707212;-0.3453223;95.0;749.0;8.0
91077606;39.4605573;-0.3517065;65.0;700.0;11.0
87544945;39.4634778;-0.3649687;100.0;800.0;8.0
91077453;39.4619237;-0.3883796;70.0;790.0;11.0
91077444;39.4715447;-0.3476469;120.0;800.0;7.0
90184909;39.4863091;-0.36491;112.0;750.0;7.0
91077368;39.4727468;-0.4014152;115.0;615.0;5.0
91077345;39.4569996;-0.3404261;54.0;750.0;14.0
91077219;39.4582238;-0.3731392;55.0;650.0;12.0
90743636;39.471136;-0.3937793;100.0;850.0;9.0
90750570;39.4480816;-0.3876256;104.0;750.0;7.0
91076692;39.4873594;-0.3735665;140.0;900.0;6.0
91076517;39.4693279;-0.3517289;117.0;780.0;7.0
91076422;39.4783027;-0.3560642;200.0;1400.0;7.0
91076399;39.4729641;-0.3332718;70.0;700.0;10.0
89922421;39.4743061;-0.3858895;159.0;1800.0;11.0
89922572;39.4983449;-0.3723471;112.0;900.0;8.0
91081200;39.4610135;-0.3799785;90.0;700.0;8.0
91080742;39.4607845;-0.3885023;70.0;650.0;9.0
91080719;39.4609317;-0.3717739;65.0;800.0;12.0
91080667;39.4782286;-0.3785091;50.0;750.0;15.0
37400299;39.47131;-0.39951;110.0;690.0;6.0
31228403;39.4551827;-0.3461609;210.0;1800.0;9.0
91080257;39.4771965;-0.3544818;112.8;900.0;8.0
83620117;39.4896916;-0.3565602;123.0;800.0;7.0
88910369;39.4780872;-0.382042;62.0;700.0;11.0
90908882;39.4736589;-0.3821975;81.0;850.0;10.0
90948396;39.4580012;-0.3383819;98.0;800.0;8.0
90949734;39.4938891;-0.3609602;180.0;1100.0;6.0
90950166;39.4894943;-0.3604856;81.0;750.0;9.0
90992064;39.4736084;-0.3504793;95.0;850.0;9.0
91006101;39.4834176;-0.3576863;97.0;850.0;9.0
91006614;39.4836771;-0.3608167;69.0;700.0;10.0
91034932;39.4761058;-0.3500356;133.0;900.0;7.0
90857958;39.4845058;-0.3573362;104.0;950.0;9.0
91078828;39.4709665;-0.3527535;120.0;889.0;7.0
91078703;39.4837895;-0.380361;90.0;630.0;7.0
91078536;39.4934243;-0.3586199;120.0;900.0;8.0
91078220;39.4899891;-0.3640602;151.0;1100.0;7.0
27686252;39.464275;-0.3852885;130.0;800.0;6.0
91078109;39.4648288;-0.3818026;130.0;1000.0;8.0
91078081;39.4704841;-0.359029;118.0;1200.0;10.0
91078074;39.4726098;-0.3478047;136.0;1100.0;8.0
91078077;39.4625617;-0.3845768;100.0;770.0;8.0
91078054;39.4631399;-0.3686445;65.0;650.0;10.0
91078068;39.4629373;-0.3629679;140.0;1000.0;7.0
91078052;39.4786193;-0.3582098;112.0;800.0;7.0
91078049;39.4617355;-0.3730691;63.0;750.0;12.0
91078066;39.4605189;-0.3765465;50.0;650.0;13.0
91078033;39.4706231;-0.3704349;70.0;700.0;10.0
91077698;39.4707212;-0.3453223;95.0;749.0;8.0
91077606;39.4605573;-0.3517065;65.0;700.0;11.0
87544945;39.4634778;-0.3649687;100.0;800.0;8.0
91077453;39.4619237;-0.3883796;70.0;790.0;11.0
91077444;39.4715447;-0.3476469;120.0;800.0;7.0
90184909;39.4863091;-0.36491;112.0;750.0;7.0
91077368;39.4727468;-0.4014152;115.0;615.0;5.0
91077345;39.4569996;-0.3404261;54.0;750.0;14.0
91077219;39.4582238;-0.3731392;55.0;650.0;12.0
90743636;39.471136;-0.3937793;100.0;850.0;9.0
90750570;39.4480816;-0.3876256;104.0;750.0;7.0
91076692;39.4873594;-0.3735665;140.0;900.0;6.0
91076517;39.4693279;-0.3517289;117.0;780.0;7.0
91076422;39.4783027;-0.3560642;200.0;1400.0;7.0
91076399;39.4729641;-0.3332718;70.0;700.0;10.0
89922421;39.4743061;-0.3858895;159.0;1800.0;11.0
89922572;39.4983449;-0.3723471;112.0;900.0;8.0
89951834;39.4775626;-0.3758457;70.0;1390.0;20.0
90014990;39.4728886;-0.373664;65.0;1100.0;17.0
90047308;39.4693682;-0.3879589;92.0;1250.0;14.0
90127076;39.4773088;-0.3788448;115.0;1500.0;13.0
90142221;39.4662516;-0.3616407;57.0;1100.0;19.0
90213581;39.4865175;-0.36037;130.0;1400.0;11.0
90227679;39.4699779;-0.3716071;120.0;1999.0;17.0
90311276;39.4775211;-0.3778132;190.0;2900.0;15.0
91076180;39.4557612;-0.387218;62.0;625.0;10.0
90323746;39.4705682;-0.3912589;92.0;1300.0;14.0
90325278;39.4750626;-0.3754457;70.0;1390.0;20.0
90368221;39.4704867;-0.3899122;95.0;1300.0;14.0
90565009;39.4767396;-0.3740812;81.0;1500.0;19.0
90599434;39.4702946;-0.3632927;140.0;2200.0;16.0
90750668;39.4744991;-0.3802992;68.0;900.0;13.0
91076154;39.4695414;-0.3368824;90.0;780.0;9.0
90770981;39.4782127;-0.3801202;86.0;1150.0;13.0
90775872;39.4565703;-0.3730241;105.0;950.0;9.0
91076030;39.4616138;-0.37017;71.0;775.0;11.0
91075794;39.4721513;-0.3368476;90.0;849.0;9.0
91075739;39.4767977;-0.3791302;72.0;750.0;10.0
83586625;39.4744992;-0.3357052;110.0;750.0;7.0
90476985;39.4654535;-0.3752711;60.0;850.0;14.0
90477708;39.4651535;-0.3738711;55.0;800.0;15.0
90915330;39.4745259;-0.3706976;140.0;1990.0;14.0
83820344;39.4735534;-0.3535997;100.0;850.0;9.0
90766122;39.4652136;-0.3741573;50.0;900.0;18.0
90986851;39.4695921;-0.3690951;190.0;1750.0;9.0
91008445;39.4659998;-0.3640015;100.0;1000.0;10.0
91000896;39.4768456;-0.384648;67.0;800.0;12.0
88654126;39.4659463;-0.3777558;125.0;1000.0;8.0
89814806;39.4694368;-0.3728561;250.0;2750.0;11.0
91005461;39.4681539;-0.3893192;108.0;750.0;7.0
90988573;39.4656344;-0.3804726;115.0;1000.0;9.0
90573866;39.4681859;-0.3787001;120.0;1250.0;10.0
90230286;39.4661317;-0.3675189;130.0;1150.0;9.0
90990869;39.4964009;-0.3851942;123.0;1300.0;11.0
90865902;39.4745992;-0.3731954;95.0;850.0;9.0
91075160;39.4719401;-0.3313219;84.0;680.0;8.0
91074943;39.4680017;-0.3758114;211.0;3000.0;14.0
91074902;39.4660685;-0.3686112;169.0;1200.0;7.0
91074830;39.479138;-0.3732584;79.0;800.0;10.0
91074836;39.4695189;-0.3889017;115.0;900.0;8.0
91074797;39.462679;-0.3297871;150.0;2100.0;14.0
91074731;39.4714805;-0.3826156;82.0;650.0;8.0
91074646;39.4535376;-0.371847;200.0;1100.0;6.0
91074444;39.4725032;-0.3795932;219.0;2100.0;10.0
91074416;39.4650214;-0.3660927;140.0;1000.0;7.0
91074317;39.4736612;-0.3754157;148.0;950.0;6.0
91074277;39.4541885;-0.3886048;74.0;650.0;9.0
91074217;39.4645972;-0.3892182;105.0;750.0;7.0
82600667;39.4763938;-0.3543132;49.0;550.0;11.0
89883069;39.4621116;-0.3743131;60.0;750.0;13.0
83846520;39.4747271;-0.380905;55.0;600.0;11.0
91074148;39.4616584;-0.3734672;60.0;950.0;16.0
91074139;39.47991;-0.37967;44.0;700.0;16.0
91074104;39.4616584;-0.3734672;60.0;950.0;16.0
87222082;39.4621214;-0.3660927;140.0;1000.0;7.0
91074088;39.4907953;-0.3861483;70.0;600.0;9.0
87365931;39.4618698;-0.3648608;140.0;1000.0;7.0
91074067;39.4616584;-0.3734672;60.0;750.0;13.0
91074038;39.4630729;-0.3422051;91.0;900.0;10.0
91074037;39.4380233;-0.3903254;130.0;750.0;6.0
90573876;39.4706526;-0.3714155;165.0;1600.0;10.0
91073973;39.4533397;-0.4028162;115.0;680.0;6.0
91073948;39.4717832;-0.3870796;60.0;700.0;12.0
91073898;39.4771376;-0.3811014;45.0;680.0;15.0
91073882;39.4698444;-0.3304238;207.0;2000.0;10.0
91073874;39.4801375;-0.3834902;125.0;1300.0;10.0
91073836;39.4852671;-0.3903342;52.0;595.0;11.0
91073812;39.4741089;-0.4010316;80.0;750.0;9.0
91073806;39.469197;-0.3724067;52.0;710.0;14.0
91073764;39.4655597;-0.3661165;80.0;900.0;11.0
91073669;39.4728891;-0.3361358;84.0;800.0;10.0
91073547;39.4746419;-0.3950035;67.0;650.0;10.0
91073524;39.4709486;-0.3879221;115.0;950.0;8.0
91073537;39.470203;-0.4002067;80.0;600.0;8.0
91073520;39.4693748;-0.3784314;77.0;800.0;10.0
91073404;39.471679;-0.3837193;56.0;750.0;13.0
91073376;39.4723041;-0.3822458;75.0;850.0;11.0
91073359;39.459923;-0.3627732;77.0;600.0;8.0
91073282;39.48896;-0.3761295;109.0;900.0;8.0
91073190;39.4689928;-0.377784;136.0;1300.0;10.0
91073138;39.4735882;-0.3845838;96.0;800.0;8.0
91073046;39.4837771;-0.3595167;65.0;700.0;11.0
91072922;39.4533051;-0.3624517;95.0;820.0;9.0
91072868;39.4762233;-0.3619675;93.0;900.0;10.0
39542197;39.4702996;-0.3750399;85.0;990.0;12.0
85878272;39.4786757;-0.3648334;77.0;800.0;10.0
86290312;39.4781564;-0.3642679;85.0;1100.0;13.0
91072645;39.4689206;-0.3746835;60.0;900.0;15.0
91072558;39.4731259;-0.3714976;133.0;2200.0;17.0
89384268;39.4802524;-0.3595447;150.0;850.0;6.0
91072042;39.4875102;-0.3967619;90.0;675.0;8.0
90785731;39.4729886;-0.372764;70.0;900.0;13.0
91071869;39.4701498;-0.3771094;145.0;1400.0;10.0
91071864;39.4631429;-0.3738209;108.0;750.0;7.0
91071673;39.4746572;-0.3593152;105.0;750.0;7.0
91071426;39.4602759;-0.3718873;70.0;700.0;10.0
91071327;39.4683486;-0.3880221;105.0;950.0;9.0
90248324;39.4748516;-0.3847838;60.0;650.0;11.0
91071212;39.4606829;-0.388631;75.0;650.0;9.0
91071043;39.4720971;-0.3537835;75.0;750.0;10.0
91070714;39.484111;-0.4029543;100.0;700.0;7.0
91069995;39.4716518;-0.3785692;80.0;900.0;11.0
91069729;39.4644214;-0.3679927;110.0;1200.0;11.0
85095160;39.458258;-0.3778849;95.0;650.0;7.0
91069173;39.4840331;-0.3905695;180.0;1200.0;7.0
91069158;39.474141;-0.3805317;51.0;650.0;13.0
91069080;39.4749098;-0.3473047;110.0;1100.0;10.0
91069070;39.4756747;-0.3887636;156.0;1200.0;8.0
91069000;39.4883237;-0.3780902;95.0;650.0;7.0
91068983;39.4693279;-0.3482338;90.0;695.0;8.0
82786438;39.4619288;-0.3818026;126.0;999.0;8.0
83898536;39.4914628;-0.3990874;75.0;799.0;11.0
84299255;39.4609609;-0.3630225;120.0;750.0;6.0
84299878;39.4719895;-0.3717052;110.0;899.0;8.0
87324022;39.4787118;-0.3820635;115.0;899.0;8.0
87916656;39.4779548;-0.3812176;60.0;650.0;11.0
90865280;39.4757228;-0.3705452;120.0;899.0;7.0
90945706;39.4611628;-0.3987886;60.0;650.0;11.0
90991146;39.4561361;-0.3770851;100.0;800.0;8.0
90999333;39.4910798;-0.3917219;80.0;699.0;9.0
91039426;39.4544512;-0.3644276;103.0;820.0;8.0
90956206;39.4906891;-0.3885151;60.0;499.0;8.0
91068780;39.4678494;-0.3754907;82.0;850.0;10.0
91068645;39.4740538;-0.3505421;120.0;1100.0;9.0
91068617;39.4785889;-0.3777251;55.0;750.0;14.0
90971625;39.4721981;-0.3862542;98.0;850.0;9.0
91068181;39.4670831;-0.3804617;60.0;600.0;10.0
91068190;39.4755065;-0.3573971;119.0;1200.0;10.0
91068169;39.4658914;-0.3845541;100.0;725.0;7.0
91068105;39.4661061;-0.3683319;147.0;1300.0;9.0
91068094;39.4646038;-0.3479978;80.0;550.0;7.0
91068083;39.4651859;-0.3896104;74.0;700.0;9.0
91067875;39.4683222;-0.3739746;180.0;1800.0;10.0
91067877;39.4862512;-0.3961694;146.0;1000.0;7.0
91067844;39.4690696;-0.3751736;52.0;950.0;18.0
91067835;39.4661676;-0.3376026;65.0;600.0;9.0
91067816;39.4720231;-0.3704349;70.0;750.0;11.0
91067813;39.4577095;-0.3685344;103.0;990.0;10.0
91067747;39.4616911;-0.3723508;80.0;820.0;10.0
91067740;39.4672641;-0.3883606;140.0;850.0;6.0
91067702;39.4695971;-0.3764422;71.0;900.0;13.0
91067691;39.4730971;-0.3775422;50.0;650.0;13.0
91067650;39.4625917;-0.3406035;80.0;1000.0;13.0
91067633;39.4788333;-0.3900078;120.0;1100.0;9.0
91067638;39.4630821;-0.3736792;240.0;1500.0;6.0
91067629;39.4734523;-0.3707932;88.0;1200.0;14.0
91067564;39.454332;-0.3738303;91.0;890.0;10.0
91067549;39.4613237;-0.3853796;81.0;630.0;8.0
91067521;39.4784965;-0.3558818;112.0;900.0;8.0
91067415;39.4724011;-0.3894446;70.0;550.0;8.0
91067333;39.4647889;-0.3266949;75.0;620.0;8.0
91067258;39.4542835;-0.3771882;94.0;980.0;10.0
91067122;39.4719817;-0.3816364;75.0;700.0;9.0
91067082;39.4904542;-0.3992918;80.0;650.0;8.0
91067024;39.4766172;-0.3247236;80.0;600.0;8.0
91067023;39.45665;-0.3552074;67.0;700.0;10.0
91066981;39.4761017;-0.3521681;95.0;1000.0;11.0
91066925;39.471997;-0.3726067;60.0;800.0;13.0
91066908;39.4908891;-0.3607602;138.0;1100.0;8.0
91066861;39.4511219;-0.3912132;90.0;500.0;6.0
91066816;39.4722254;-0.3557442;107.0;900.0;8.0
91066772;39.490727;-0.3997691;54.0;700.0;13.0
91066612;39.4398068;-0.3892157;102.0;750.0;7.0
91066605;39.4859603;-0.3785458;59.0;675.0;11.0
81239700;39.4579048;-0.3675586;114.0;700.0;6.0
91066328;39.4753121;-0.3524688;90.0;719.0;8.0
91066254;39.4671526;-0.3711155;160.0;1600.0;10.0
91066231;39.4777869;-0.3777452;118.0;1350.0;11.0
81435148;39.4866575;-0.389854;61.0;550.0;9.0
91066201;39.4553595;-0.3556528;110.0;1495.0;14.0
91066146;39.4444072;-0.3921772;82.0;650.0;8.0
91065940;39.4727498;-0.3772094;150.0;1430.0;10.0
91065938;39.4716194;-0.3353615;76.0;675.0;9.0
91065934;39.4616818;-0.356189;90.0;1250.0;14.0
91065856;39.4601255;-0.3751964;85.0;750.0;9.0
